TEXT_text_len,TEXT_percent_punctuation,TEXT_percent_uppercase,TEXT_text_sentiment,TEXT_percent_bad_words,TEXT_valence,TEXT_arousal,TEXT_glove1,TEXT_glove2,TEXT_glove3,id,AUDIO_text_len,AUDIO_text_sentiment,AUDIO_percent_bad_words,AUDIO_valence,AUDIO_arousal,AUDIO_speech_percent,AUDIO_music_percent,AUDIO_silence_percent,AUDIO_loudness,AUDIO_glove1,AUDIO_glove2,AUDIO_glove3,id,VISUAL_num_faces,VISUAL_valence,VISUAL_arousal,VISUAL_gore,VISUAL_explicit,VISUAL_drug,VISUAL_suggestive,VISUAL_ocr_len,VISUAL_labels1,VISUAL_labels2,VISUAL_labels3,id,bully
1456,0.160027473,0.049450549,-0.9589,0.040983607,5.515737705,4.206393443,0.046586432,-0.060152677,-0.072550419,1.03E+18,0,0,0,-1.071883683,-0.712979391,0.285714286,0.714285714,0,0.465292204,-2.313889344,-0.05190521,-0.024856726,1.03E+18,0,0,0,4.12E-06,3.97E-06,2.14E-07,2.45E-05,0,0.470837384,-0.1931897,-0.252696097,1.03E+18,noneBll
1854,0.067961165,0.072815534,-0.9804,0.073964497,5.268139535,4.617093023,-0.191924053,-0.091745063,0.034911844,1.01E+18,0,0,0,0.572944927,0.32093134,0.857142857,0.142857143,0,0.248700988,-2.313889344,-0.05190521,-0.024856726,1.01E+18,0,-0.0009,-0.000497917,0.001852606,0.115580567,0.011978945,0.056020804,0,-0.263905981,-0.197733347,0.075914006,1.01E+18,noneBll
1054,0.029411765,0.099620493,0.3852,0.043956044,5.060444444,4.213333333,0.228386623,0.024480319,-0.361247045,1.17E+18,18,0.2732,0,0.145354599,0.349490877,1,0,0,0.146009924,2.807990356,-0.821057427,0.179416024,1.17E+18,0,-0.0256,0.014591667,0.000969729,0.222073854,0.002990506,0.084051549,0,0.028937494,0.180983895,-0.052080866,1.17E+18,noneBll
6386,0.087535233,0.048543689,-1,0.027642276,4.839907692,4.233353846,-0.514704055,0.076987135,0.092331395,1.14E+18,0,0,0,1.543323167,-0.029214924,0.166666667,0.833333333,0,0.465016742,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0,0,8.39E-07,2.04E-06,1.96E-06,4.71E-07,392.1666667,0.349334585,0.233675333,0.246826406,1.14E+18,noneBll
931,0.02792696,0.064446831,-0.6293,0.029069767,5.829803922,4.251176471,-0.246499681,0.133108458,0.013706,1.09E+18,0,0,0,-0.092085353,0.228899413,0.285714286,0.714285714,0,0.125567057,-2.313889344,-0.05190521,-0.024856726,1.09E+18,0,0,0,7.82E-07,3.95E-06,1.63E-06,1.25E-05,8.666666667,0.539586811,-0.227798615,-0.342742945,1.09E+18,noneBll
4909,0.04196374,0.114076187,0.9977,0.01283697,6.23968254,4.182619048,0.933596551,0.015166035,-0.44587601,1.12E+18,22,0.2023,0,0.074780204,0.308199636,0.428571429,0.571428571,0,0.471870111,2.200162147,-0.79680202,0.438193177,1.12E+18,0,-0.021869792,-0.000264583,0.012038104,0.00196231,0.001055023,0.004460574,0,-0.033592888,-0.256867311,0.027706076,1.12E+18,noneBll
744,0.028225806,0.108870968,0.8809,0.062015504,5.061333333,4.079666667,-0.129005257,0.001679427,0.004076513,1.09E+18,0,0,0,0.019920281,0.155655151,0.666666667,0.333333333,0,0.036545801,-2.313889344,-0.05190521,-0.024856726,1.09E+18,0,-0.000425,7.08E-05,0.001375405,0.233524893,0.096963421,0.21838253,0,-0.198408823,-0.083273803,-0.09282355,1.09E+18,noneBll
1871,0.049171566,0.052912881,-0.9552,0.053672316,5.573252033,4.711219512,-0.695820932,0.081277026,0.144926531,1.03E+18,9,-0.4939,0,-0.317816951,0.293635014,0.714285714,0.285714286,0,0.262784467,0.689722209,-0.092682394,0.589975044,1.03E+18,0,-0.049929167,0.002079167,0.013233663,0.137104574,0.184572393,0.062957232,0,-0.089257906,-0.044024201,-0.006318793,1.03E+18,noneBll
1707,0.055653193,0.057996485,0.9054,0.04516129,5.599756098,4.197439024,-0.3576575,-0.119560509,0.140283828,1.03E+18,0,0,0,0.070610575,0.711528372,0.714285714,0.285714286,0,-0.07842647,-2.313889344,-0.05190521,-0.024856726,1.03E+18,0,0,0,0.000770269,0.320206443,0.003364139,0.431284472,0,-0.179571653,-0.077884347,0.024102112,1.03E+18,noneBll
1773,0.036661027,0.081218274,-0.994,0.104477612,5.605,4.580106383,-0.316948367,-0.13647237,-0.150576809,1.07E+18,19,0,0,0.578468164,0.072933603,0.5,0.5,0,0.467654369,2.866523806,1.494517834,-0.480798909,1.07E+18,0,-0.019538542,0.020572917,0.000235768,0.247108157,0.001817434,0.112657576,0,-0.408493505,-0.067769257,0.048164708,1.07E+18,bullying
532,0.033834586,0.052631579,-0.9902,0.04,4.932307692,4.534615385,-0.33946567,0.040378631,0.11600695,1.14E+18,0,0,0,0.384776328,0.962891057,0.285714286,0.714285714,0,-0.001993213,-2.313889344,-0.05190521,-0.024856726,1.14E+18,0,0,0,0.000292084,0.049099745,0.000204427,0.100846237,0,0.330230377,-0.215351813,-0.267296373,1.14E+18,noneBll
4183,0.028209419,0.087975137,0.9967,0.013386881,5.929902913,4.332572816,0.137927866,-0.08807642,-0.103911593,1.13E+18,0,0,0,0.024418688,0.175148045,1,0,0,0.280695481,-2.313889344,-0.05190521,-0.024856726,1.13E+18,0,-0.000213542,0.000277083,0.001422682,0.132930272,0.023660577,0.0449335,0,0.274054326,0.275767538,0.192765798,1.13E+18,noneBll
2047,0.041035662,0.078651685,0.8689,0.029810298,5.913076923,4.158571429,-0.008638183,0.045086589,-0.054177106,1.10E+18,0,0,0,-0.583772771,-0.247272005,0,1,0,-0.001273565,-2.313889344,-0.05190521,-0.024856726,1.10E+18,0,0,0,0.000118222,0.017400642,0.000193844,0.030161361,0,0.187795812,0.144961463,0.02568846,1.10E+18,noneBll
3174,0.030560807,0.190611216,0.994,0.016791045,6.063814433,4.395876289,0.575647235,-0.014228389,-0.314704734,1.18E+18,0,0,0,-1.026305123,0.125254223,0,1,0,0.465002213,-2.313889344,-0.05190521,-0.024856726,1.18E+18,0,-0.070797917,0.004164583,0.003947663,0.082153344,0.036567236,0.039459151,0,0.142605485,0.081240566,-0.016610384,1.18E+18,noneBll
1134,0.0335097,0.051146384,-0.9748,0.023584906,5.035344828,4.337068966,-0.390346628,0.198415955,0.241544686,1.11E+18,0,0,0,0.333999684,0.383550385,0.333333333,0.666666667,0,0.465685287,-2.313889344,-0.05190521,-0.024856726,1.11E+18,0,0,0,0.000464391,0.02195869,0.012458815,0.027513605,126.6666667,0.35498755,0.070268754,0.016126082,1.11E+18,noneBll
433,0.060046189,0.080831409,0.9843,0.038461538,6.072142857,4.052142857,0.048045445,-0.18380412,-0.166407302,1.16E+18,14,0.5267,0,0.897567596,0.851608467,0.857142857,0.142857143,0,0.188489143,-2.313889344,-0.05190521,-0.024856726,1.16E+18,1,-0.032269792,0.00085625,0.000758711,0.031181009,0.02781707,0.019069669,0,-0.208878604,-0.020718166,0.005503188,1.16E+18,noneBll
7976,0.049523571,0.106569709,0.9978,0.016801075,5.678041237,4.273376289,0.085949331,-0.017648573,-0.008511903,1.18E+18,0,0,0,-0.288639462,-0.376955836,0.166666667,0.833333333,0,0.088798377,-2.313889344,-0.05190521,-0.024856726,1.18E+18,0,0.029759375,0.035379167,0.000129754,0.002489255,0.002784125,0.009043104,0,-0.11685408,-0.329720267,0.190105359,1.18E+18,noneBll
6370,0.030926217,0.081946625,0.9998,0.004720692,6.008278689,3.94989071,-0.522243855,0.16011181,0.079555406,1.08E+18,70,0,0,0.365961604,0.237196925,1,0,0,0.26290732,3.083402878,0.872235876,-0.000989797,1.08E+18,0,0,0,0.004888241,0.042681138,0.004618923,0.02753266,0,0.057799579,0.068185236,0.014813912,1.08E+18,noneBll
5194,0.074123989,0.035810551,-0.998,0.058641975,5.64484375,4.311132813,-0.459981447,-0.086213859,0.190161667,1.08E+18,55,0,0,0.576063391,0.38096485,1,0,0,0.347833983,3.513864514,-0.216507367,0.352970246,1.08E+18,0,0,0,0.001069407,0.011114138,0.832142907,0.00237818,7.333333333,0.243782366,0.202369428,0.183166023,1.08E+18,noneBll
1125,0.030222222,0.057777778,0.9691,0.004366812,5.939605263,3.851973684,-0.221193463,0.090836382,0.04056761,1.06E+18,91,0.1508,0,0.625044747,0.480370669,1,0,0,0.140134877,2.772693157,-0.026853639,-0.363096944,1.06E+18,1,-0.012414583,0.00203125,0.001641675,0.253018273,0.015233272,0.422346514,0.333333333,-0.185310344,0.028349838,-0.076557102,1.06E+18,noneBll
10027,0.029520295,0.062132243,-0.9999,0.064768286,5.217513711,4.592285192,-0.445245312,0.123898537,-0.009838572,1.18E+18,0,0,0,0.29152426,0.329356067,0.571428571,0.428571429,0,0.119390853,-2.313889344,-0.05190521,-0.024856726,1.18E+18,0,-0.108455208,0.005716667,0.000350428,0.00522696,0.15319097,0.024824244,0,-0.358917384,-0.051676453,-0.096316968,1.18E+18,bullying
1320,0.018939394,0.048484848,-0.998,0.057251908,4.956829268,4.789146341,-0.377320756,0.006242425,-0.123348381,1.11E+18,0,0,0,-0.239995539,0.762121663,0,1,0,-0.149242652,-2.313889344,-0.05190521,-0.024856726,1.11E+18,0,0,0,0.091250174,0.197057498,0.056146702,0.165130882,0,0.308786146,-0.244235768,-0.145710325,1.11E+18,noneBll
4368,0.045100733,0.107600733,-1,0.171631206,4.661921182,4.946527094,0.222556675,0.381840435,-0.208716422,1.14E+18,16,0.1513,0,-0.098849765,0.663083107,0.285714286,0.714285714,0,0.158850083,3.933192589,-0.475403496,-0.54733535,1.14E+18,0,0.000541667,0.00061875,1.80E-05,4.24E-05,0.000105372,0.000147542,0,0.370829197,0.416676601,0.317077914,1.14E+18,noneBll
1494,0.03145917,0.083668005,0.9884,0.007042254,5.817906977,4.168139535,-0.077637445,-0.0286739,-0.078602493,1.16E+18,0,0,0,-0.798479406,-0.548666128,0,1,0,-0.066084905,-2.313889344,-0.05190521,-0.024856726,1.16E+18,0,0,0,7.49E-06,4.11E-05,5.58E-05,2.60E-05,0,0.29985855,0.27735944,0.157690213,1.16E+18,noneBll
645,0.040310078,0.159689922,-0.9034,0.037735849,6.089090909,4.560909091,0.898027373,0.11221541,-0.344573469,1.17E+18,82,0.4019,0.076923077,0.42477751,0.471112388,1,0,0,-0.010004266,1.60835933,0.636356562,0.509017658,1.17E+18,1,4.69E-05,1.25E-05,0.000141363,0.098681755,0.000647964,0.21819311,0,0.057006813,0.42484299,0.050169187,1.17E+18,noneBll
768,0.036458333,0.2109375,0.9813,0.007633588,5.685238095,4.123333333,0.237905155,-0.005363378,-0.19216868,1.18E+18,0,0,0,0.255932772,0.221847881,0.428571429,0.571428571,0,0.071700315,-2.313889344,-0.05190521,-0.024856726,1.18E+18,0,0,0,4.91E-05,0.002528829,0.000113105,0.031351317,0.5,0.095696046,0.551039684,0.056603261,1.18E+18,noneBll
5052,0.054235946,0.093230404,0.9994,0.018952062,5.986287129,4.341138614,-0.034339308,-0.108384264,-0.124275521,1.04E+18,66,0,0,0.392224013,-0.046522988,1,0,0,0.178152274,2.937241336,0.19250445,0.53503841,1.04E+18,1,-0.170792708,0.021039583,0.000290901,0.020763127,0.0015196,0.320991361,0,-0.234885192,0.273996796,-0.296914152,1.04E+18,bullying
568,0.054577465,0.061619718,0.9405,0,6.91,4.275,2.767709125,-0.713764292,1.1855829,1.16E+18,17,0,0,0.091382233,0.249744405,1,0,0,0.313004242,4.041293597,0.633527726,-0.115575213,1.16E+18,1,-0.014544792,-0.000379167,0.001790494,0.033707419,0.391574109,0.12175683,0,-0.152986762,-0.161101651,-0.049602027,1.16E+18,noneBll
709,0.042313117,0.071932299,0.8634,0.032258065,5.529375,4.16625,2.462205167,-1.75743082,-0.162794556,1.10E+18,0,0,0,-1.159602926,0.0354878,0,1,0,-0.110550829,-2.313889344,-0.05190521,-0.024856726,1.10E+18,0,0,0,1.46E-05,4.60E-05,0.000390797,3.85E-05,2.833333333,0.581489321,-0.154501139,-0.451474258,1.10E+18,noneBll
2291,0.097773898,0.060235705,0.9957,0.028871391,5.859175258,4.307731959,-0.359424569,0.101986002,0.03329011,1.15E+18,0,0,0,-0.357789136,0.156286257,0.285714286,0.714285714,0,0.010392135,-2.313889344,-0.05190521,-0.024856726,1.15E+18,1,-0.022470833,0.005375,0.000583595,0.092688445,0.002613748,0.056074805,3.5,-0.089016085,0.121978228,-0.097892326,1.15E+18,noneBll
1113,0.092542677,0.141060198,0.8132,0.031674208,5.497377049,4.210491803,0.006200433,-0.308209595,0.235414672,1.16E+18,78,0.0772,0,-0.019291016,0.270203991,1,0,0,-0.037225507,3.059191578,0.28307284,-0.073639846,1.16E+18,0,0,0,0.000261992,0.006673902,0.000773178,0.055348194,0,0.278246998,0.405757782,0.161703587,1.16E+18,noneBll
643,0.037325039,0.065318818,0.9921,0.048387097,5.71725,4.12225,-0.57631527,0.010665318,0.050766255,1.07E+18,0,0,0,-0.94676054,-0.109402022,0,1,0,-0.105506573,-2.313889344,-0.05190521,-0.024856726,1.07E+18,1,0.006279167,0.009966667,0.000221177,0.006076148,0.000362153,0.007922555,0,-0.253841028,-0.049028747,0.035224953,1.07E+18,noneBll
943,0.034994698,0.06892895,-0.9928,0.098265896,5.38557377,4.599836066,-0.464240309,0.020185683,0.117509215,1.15E+18,0,0,0,-1.086916904,0.088960452,0,1,0,-0.075758065,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0,0,0.000777268,0.120766705,0.072854583,0.043071301,21.66666667,0.343006878,0.162496426,0.11477946,1.15E+18,bullying
833,0.045618247,0.088835534,0.5162,0.026666667,5.545121951,4.303414634,-0.205686372,0.057959601,0.047438027,1.17E+18,18,0,0,0.48336213,0.24009995,0.571428571,0.428571429,0,0.231888197,3.016382495,-0.111136508,-0.199969066,1.17E+18,0,-0.003782292,0.002508333,0.00173573,0.235576373,0.005777268,0.178737223,0,-0.409517687,0.175641125,-0.219795514,1.17E+18,noneBll
756,0.092592593,0.062169312,0.9775,0.06557377,6.040294118,4.108235294,0.247967021,0.194042454,-0.044656344,1.00E+18,0,0,0,0.034228195,0.042888094,0,1,0,-0.042923025,-2.313889344,-0.05190521,-0.024856726,1.00E+18,1,0.025647917,-0.024927083,0.001120371,0.018711976,0.010984083,0.314305536,0,-0.104241492,-0.151208888,-0.265141886,1.00E+18,noneBll
589,0.067911715,0.186757216,0.9947,0.077586207,5.7021875,4.2796875,-0.203756488,-0.273566292,0.128324194,1.16E+18,0,0,0,0.601982798,0.549861248,0.166666667,0.833333333,0,0.474497173,-2.313889344,-0.05190521,-0.024856726,1.16E+18,0,0,0,4.74E-05,0.00012295,4.60E-05,4.77E-05,0,0.392617028,0.255564641,0.189058101,1.16E+18,noneBll
1620,0.121604938,0.060493827,0.9953,0.104529617,5.505280899,4.68,-0.553200885,-0.0212264,0.171445133,1.16E+18,73,0.8359,0,0.099932853,0.42265176,0.833333333,0.166666667,0,0.154371105,3.283554293,-0.317626088,0.280843818,1.16E+18,1,-0.02235,-0.00245625,0.001780322,0.187526116,0.039905264,0.205951721,0,-0.316865436,0.015858068,-0.17182719,1.16E+18,noneBll
1935,0.058914729,0.050645995,-0.949,0.080229226,5.531583333,4.45425,-0.32646955,0.045840156,-0.021018417,1.15E+18,0,0,0,0.059930701,0.352208628,0,1,0,-0.04642462,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0,0,0.000168155,0.004519195,0.001920278,0.029479173,0,-0.033837163,-0.141938112,0.022694865,1.15E+18,bullying
2556,0.084115806,0.080985915,0.5796,0.003125,5.066615385,4.219076923,0.683402746,0.286155084,-0.25086364,1.18E+18,0,0,0,-0.443830332,-0.218572534,0.142857143,0.857142857,0,-0.13677345,-2.313889344,-0.05190521,-0.024856726,1.18E+18,0,0,0,0.000213572,0.017577381,0.001824752,0.007565994,2.166666667,0.167189576,-0.173058808,-0.238485002,1.18E+18,noneBll
2012,0.034791252,0.046719682,-0.9861,0.04178273,5.105142857,4.486952381,-0.365401932,0.195265487,0.159633481,1.06E+18,0,0,0,-0.056420933,0.779335515,0,1,0,0.049135948,-2.313889344,-0.05190521,-0.024856726,1.06E+18,0,0.000223958,-0.010397917,0.00063283,0.365094419,0.005732312,0.107971687,68,-0.251084326,-0.035942457,-0.109933127,1.06E+18,noneBll
1390,0.018705036,0.065467626,-0.996,0.076923077,5.435,4.47797619,-0.476379783,-0.072002543,0.222381196,1.12E+18,39,-0.5106,0.222222222,0.137089554,0.688526405,0.428571429,0.571428571,0,0.144746631,2.978020305,-0.581077517,0.491320856,1.12E+18,0,0.001736458,-0.003885417,0.010897782,0.320860278,0.00208653,0.027610418,0,-0.339959806,0.306169768,-0.210343641,1.12E+18,bullying
1477,0.024373731,0.052809749,-0.998,0.04601227,5.499782609,4.401195652,-0.578656299,0.048850912,0.023186439,1.05E+18,60,0.4019,0,0.702303267,0.814248445,1,0,0,0.220067232,3.401490108,-0.327596072,-0.117778955,1.05E+18,1,0.00523125,-0.0101125,0.001683762,0.086353791,0.009362837,0.034497837,0.333333333,-0.309814126,-0.353820797,0.10710192,1.05E+18,noneBll
392,0.015306122,0.191326531,-0.9445,0.039473684,5.372352941,4.702352941,-0.273712191,0.003594784,-0.158285176,1.03E+18,0,0,0,0.040282893,0.453530985,0,1,0,0.000497746,-2.313889344,-0.05190521,-0.024856726,1.03E+18,2,0.000684375,0.004645833,0.000604239,0.056998235,0.000427149,0.040563956,59.83333333,-0.174126342,-0.18095205,0.10672169,1.03E+18,noneBll
7924,0.037733468,0.238389702,-0.9987,0.026030369,5.668122449,4.642244898,0.538660263,-0.085633695,-0.232878645,1.17E+18,0,0,0,0.306570094,-0.028092538,0,1,0,-0.011720115,-2.313889344,-0.05190521,-0.024856726,1.17E+18,0,-0.001132292,-6.25E-06,0.001069224,0.309444424,0.003769464,0.230543825,3.5,-0.046710577,0.233431098,0.172687061,1.17E+18,noneBll
772,0.023316062,0.102331606,0.9985,0,6.435833333,3.7545,1.189195816,1.504997612,0.341685113,1.17E+18,0,0,0,-0.567321022,0.069984545,0,1,0,0.466148809,-2.313889344,-0.05190521,-0.024856726,1.17E+18,0,-0.08113125,0.014647917,0.000777848,0.032916622,0.007381919,0.074615406,3,0.278325334,0.57531775,0.209471823,1.17E+18,noneBll
1358,0.068483063,0.059646539,0.9974,0.02016129,6.33362069,4.456551724,-0.496013094,-0.107685217,0.121106406,1.12E+18,0,0,0,-0.445065534,-0.027764312,0.428571429,0.571428571,0,0.300710791,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,0.000631113,0.036536906,0.032187538,0.156707147,0,-0.047257699,-0.132568963,-0.009606304,1.12E+18,noneBll
2589,0.030513712,0.086906141,0.9961,0.016806723,5.68516129,4.482016129,-0.090864773,0.029048974,0.007595201,1.16E+18,21,0.2023,0,-0.830137316,-0.595013708,0,1,0,-0.025523781,2.486483422,1.478879584,-0.077289898,1.16E+18,0,0,0,5.55E-05,0.000153893,0.343568521,0.000543759,46.33333333,0.567146221,-0.089876541,-0.330423824,1.16E+18,noneBll
1200,0.055,0.056666667,0.9069,0.02739726,5.574745763,4.533559322,-0.144455612,0.098641615,0.0207944,1.09E+18,0,0,0,-0.524499118,-0.588668147,0,1,0,-0.023065417,-2.313889344,-0.05190521,-0.024856726,1.09E+18,0,-0.115072917,0.02236875,0.001298719,0.398352564,0.025307584,0.290101124,0,-0.229781015,0.34762274,-0.067648831,1.09E+18,bullying
829,0.030156815,0.082026538,-0.8144,0.01369863,5.982564103,4.292307692,-0.231143297,0.06656009,-0.042648278,1.12E+18,0,0,0,0.181688409,0.559252315,1,0,0,0.132646168,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,0.003360236,0.277654123,0.077284587,0.055239944,0,0.025764837,-0.22600806,-0.146817504,1.12E+18,noneBll
483,0.144927536,0.089026915,0.9921,0,6.518571429,3.47047619,2.365419571,1.907984655,0.224488267,1.12E+18,0,0,0,-0.785810764,0.087115049,0,1,0,0.224408028,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,6.82E-05,0.000223712,0.000928513,0.001937778,11.83333333,0.197951547,0.393955024,0.062696212,1.12E+18,noneBll
1697,0.013553329,0.039481438,-0.9977,0,5.390458716,4.377798165,-0.501036224,0.108739339,0.08543752,1.05E+18,0,0,0,-0.97972178,-0.551032325,0,1,0,0.011499538,-2.313889344,-0.05190521,-0.024856726,1.05E+18,0,0,0,0.001088174,0.026302075,0.1202052,0.003010305,0,0.329735254,0.287988955,0.19727026,1.05E+18,noneBll
1028,0.054474708,0.091439689,-0.8605,0.032467532,5.2378125,4.023125,1.063309704,0.210538516,-0.54422681,1.13E+18,0,0,0,0.324477975,0.773703367,0,1,0,-0.004435251,-2.313889344,-0.05190521,-0.024856726,1.13E+18,0,0,0,0.000631529,0.017461189,0.000522059,0.011074129,0,0.476386201,-0.19004937,-0.186374959,1.13E+18,noneBll
15064,0.027549124,0.053505045,-1,0.047500886,5.198290598,4.276520147,-0.395238771,0.125336911,0.087144617,1.12E+18,0,0,0,-0.099572978,0.18992218,0.285714286,0.714285714,0,0.128815618,-2.313889344,-0.05190521,-0.024856726,1.12E+18,0,0,0,0.000427772,0.144614939,0.011512029,0.284783059,0,-0.001500813,-0.323975926,-0.194186082,1.12E+18,bullying
1499,0.036691127,0.045363576,-0.8178,0,5.613186813,4.015714286,-0.672312723,0.341223062,0.174091836,1.11E+18,55,-0.5574,0,0.576053164,0.308733105,1,0,0,0.054295376,3.284773176,0.290173839,-0.433152447,1.11E+18,0,-0.019470833,-0.01135,0.001382348,0.429574584,0.015691213,0.393664425,0,0.00017295,-0.144022764,-0.21195331,1.11E+18,noneBll
1657,0.049487025,0.06095353,0.5484,0.025641026,5.383896104,4.240519481,-0.534528776,0.380987448,0.19210889,1.15E+18,108,-0.7992,0.043478261,0.400620872,0.28716849,1,0,0,0.222914731,3.246267233,-0.199102341,0.15624913,1.15E+18,1,-0.027357292,0.002308333,0.014532924,0.575461642,0.001039182,0.002386663,0,-0.365484031,-0.239611751,0.102479247,1.15E+18,noneBll
2727,0.074440777,0.239457279,0.9929,0.014830508,5.776891892,4.463108108,0.089372327,-0.293316063,0.064125798,1.12E+18,21,0,0,0.402616628,0.400857751,1,0,0,0.080004657,3.543404402,-0.419661966,-0.40379702,1.12E+18,0,0,0,0.000104946,0.069071761,0.000363314,0.115437927,0,0.08070066,0.361888915,-0.003390145,1.12E+18,noneBll
2278,0.01975417,0.025021949,-0.9945,0.015837104,5.266349206,4.168015873,-0.50759824,0.253971415,0.171739716,1.15E+18,45,0.2924,0,1.231004047,0.177598606,0.285714286,0.714285714,0,0.035639822,2.277206382,0.041106769,-0.569609738,1.15E+18,0,0,0,7.26E-05,0.010694278,0.000412561,0.018573034,0,0.230984949,0.219197979,0.18698128,1.15E+18,noneBll
1576,0.056472081,0.103426396,0.9988,0.014234875,6.645483871,4.325483871,-0.053321431,0.00017217,-0.204102608,1.17E+18,0,0,0,-0.717913172,-0.339428239,0,1,0,0.464989364,-2.313889344,-0.05190521,-0.024856726,1.17E+18,0,0.000730208,-0.002602083,0.00013829,0.123679421,0.000467767,0.086747553,6.166666667,-0.083559514,0.592365778,-0.085200038,1.17E+18,noneBll
10574,0.030546624,0.055418952,-0.9992,0.049124514,5.59276873,4.344983713,-0.532672907,0.005412569,0.122120944,1.06E+18,65,-0.7506,0.083333333,0.365555409,0.256138995,0.714285714,0.285714286,0,0.314862877,2.972044742,0.334214706,0.157396392,1.06E+18,0,-0.022844792,-0.000802083,0.000512935,0.0122104,0.025289679,0.019526746,35.83333333,0.11872976,0.401502068,0.050680268,1.06E+18,bullying
797,0.100376412,0.04140527,-0.9654,0.035971223,5.728235294,4.355588235,-0.441610427,-0.158716362,0.13969164,1.05E+18,56,0,0,-0.169006254,0.122700128,0.571428571,0.428571429,0,0.088310242,3.26003416,-0.134251474,0.248045318,1.05E+18,1,-0.00216875,-0.003170833,0.001643971,0.063201492,0.002415668,0.079794587,0,-0.406740573,-0.031229824,0.009250534,1.05E+18,noneBll
1011,0.049455984,0.068249258,-0.9925,0.071038251,5.241311475,4.379672131,0.005588745,-0.093557429,-0.064934015,1.04E+18,92,-0.5423,0.071428571,0.486982586,0.473918074,1,0,0,0.163356242,2.477670993,0.220817843,0.452000893,1.04E+18,0,-0.013,0.007702083,0.000132041,0.007210087,0.003986529,0.062161052,0,-0.348635308,-0.148282902,0.16214537,1.04E+18,noneBll
1935,0.058914729,0.050645995,-0.949,0.080229226,5.531583333,4.45425,-0.32646955,0.045840156,-0.021018417,1.15E+18,0,0,0,0.059930701,0.352208628,0,1,0,-0.04642462,-2.313889344,-0.05190521,-0.024856726,1.15E+18,0,0,0,0.000168155,0.004519195,0.001920278,0.029479173,0,-0.033837163,-0.141938112,0.022694865,1.15E+18,bullying
3069,0.041381558,0.171391333,-0.9949,0.016885553,5.672871287,4.493663366,0.345479413,-0.008562461,-0.329242954,1.17E+18,30,0,0,-0.413347882,0.120687343,0,1,0,0.091634529,3.473430508,-0.158707156,-0.439544456,1.17E+18,0,-0.076316667,0.001704167,0.000379668,0.016233847,0.000808739,0.175609944,0,-0.171402899,0.43279573,-0.089183836,1.17E+18,noneBll
8779,0.042373847,0.070281353,-0.9989,0.063556851,5.422055046,4.410275229,-0.536949334,-0.012292111,0.163042289,1.16E+18,118,-0.631,0,0.640561623,0.186673551,0.857142857,0.142857143,0,0.113181133,3.55862802,-0.62602434,-0.221406582,1.16E+18,0,-0.00144375,-0.006541667,0.000435729,0.207682175,0.008349144,0.220092472,0,-0.346979536,0.155226455,-0.189022941,1.16E+18,bullying
530,0.028301887,0.079245283,0.8959,0.041666667,5.962647059,4.658235294,-0.473484005,0.176750536,-0.025539398,1.14E+18,24,0,0,-0.208295555,0.327720557,0.166666667,0.833333333,0,0.464990354,3.022861824,-0.402629372,0.075136453,1.14E+18,1,-0.002557292,-0.006033333,0.00073105,0.199987768,0.004425874,0.015638391,0,-0.291604272,0.386617164,-0.125094171,1.14E+18,noneBll
2950,0.038305085,0.074915254,-0.9859,0.046428571,5.607159763,4.396923077,-0.712033837,0.102926986,0.073777615,1.12E+18,0,0,0,-0.549262215,-0.22132937,0,1,0,-0.053707421,-2.313889344,-0.05190521,-0.024856726,1.12E+18,1,-0.001359375,-0.000745833,0.00031574,0.025727571,0.003001188,0.176164244,0,0.047362968,0.213091355,-0.105696136,1.12E+18,bullying
8521,0.062199272,0.08836991,1,0.01125,6.208574561,4.306030702,-0.393769265,0.081888641,0.018615647,1.04E+18,0,0,0,-0.422501167,-0.151711419,0,1,0,-0.064346609,-2.313889344,-0.05190521,-0.024856726,1.04E+18,0,-0.002438542,0.00100625,0.000502693,0.103521534,0.001039313,0.112949614,0,0.107365726,-0.246823683,-0.295383693,1.04E+18,noneBll
846,0.060283688,0.069739953,-0.8653,0.081081081,5.972702703,4.405675676,-0.297686215,-0.135173429,-0.049433645,1.11E+18,0,0,0,-0.594307069,-0.08438892,0,1,0,0.102034032,-2.313889344,-0.05190521,-0.024856726,1.11E+18,0,0,0,0.000600519,0.090529386,0.002474358,0.081075563,0,0.295590958,-0.337240982,-0.207672526,1.11E+18,bullying
3909,0.145817345,0.07853671,0.9724,0.053745928,5.77852349,4.145973154,0.111350821,-0.0060239,-0.078794652,1.07E+18,13,0.4019,0,0.292369137,0.401064841,1,0,0,0.126305688,3.562358853,-0.922938329,-0.662722401,1.07E+18,0,-0.017530208,0.005195833,0.005729816,0.096134672,0.0073557,0.202244499,0,-0.215226115,-0.064585348,0.035961559,1.07E+18,bullying
